DATE,TIMESTAMP,LOCATION,ENERGY_SOURCE,MEASURE,UNIT_OF_MEASURE,INTERVAL,VALUE
26.08.2021,26.08.2021 21:37,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1981
26.08.2021,26.08.2021 21:39,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1958
26.08.2021,26.08.2021 21:40,Atlantis waterpark,HVAC KN6,Extract temp,C,S,2538
26.08.2021,26.08.2021 21:46,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1935
26.08.2021,26.08.2021 21:52,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1958
26.08.2021,26.08.2021 21:57,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1935
26.08.2021,26.08.2021 22:00,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1958
26.08.2021,26.08.2021 22:05,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1935
26.08.2021,26.08.2021 22:06,Atlantis waterpark,HVAC KN6,Supply temp,C,S,191
26.08.2021,26.08.2021 22:08,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1884
26.08.2021,26.08.2021 22:12,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1861
26.08.2021,26.08.2021 22:15,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1838
26.08.2021,26.08.2021 22:20,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1815
26.08.2021,26.08.2021 22:23,Atlantis waterpark,HVAC KN6,Supply temp,C,S,179
26.08.2021,26.08.2021 22:32,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1767
26.08.2021,26.08.2021 22:33,Atlantis waterpark,HVAC KN6,Supply temp,C,S,179
26.08.2021,26.08.2021 22:39,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1815
26.08.2021,26.08.2021 22:40,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1841
26.08.2021,26.08.2021 22:45,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1813
26.08.2021,26.08.2021 22:48,Atlantis waterpark,HVAC KN6,Supply temp,C,S,179
26.08.2021,26.08.2021 22:55,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1767
26.08.2021,26.08.2021 22:59,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1744
26.08.2021,26.08.2021 23:00,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1767
26.08.2021,26.08.2021 23:04,Atlantis waterpark,HVAC KN6,Supply temp,C,S,179
26.08.2021,26.08.2021 23:05,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1767
26.08.2021,26.08.2021 23:12,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1744
26.08.2021,26.08.2021 23:17,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1767
26.08.2021,26.08.2021 23:21,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1741
26.08.2021,26.08.2021 23:24,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1718
26.08.2021,26.08.2021 23:25,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1741
26.08.2021,26.08.2021 23:49,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1764
26.08.2021,26.08.2021 23:50,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1741
26.08.2021,26.08.2021 23:53,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1767
26.08.2021,26.08.2021 23:55,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1744
27.08.2021,27.08.2021 00:00,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1767
27.08.2021,27.08.2021 00:04,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1744
27.08.2021,27.08.2021 00:07,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1721
27.08.2021,27.08.2021 00:14,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1698
27.08.2021,27.08.2021 00:15,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1721
27.08.2021,27.08.2021 00:17,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1698
27.08.2021,27.08.2021 00:29,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1721
27.08.2021,27.08.2021 00:31,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1744
27.08.2021,27.08.2021 00:42,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1721
27.08.2021,27.08.2021 00:45,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1698
27.08.2021,27.08.2021 01:00,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1678
27.08.2021,27.08.2021 01:02,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1698
27.08.2021,27.08.2021 01:09,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1721
27.08.2021,27.08.2021 01:14,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1698
27.08.2021,27.08.2021 01:20,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1676
27.08.2021,27.08.2021 01:32,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1698
27.08.2021,27.08.2021 01:35,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1721
27.08.2021,27.08.2021 01:38,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1704
27.08.2021,27.08.2021 01:38,Atlantis waterpark,HVAC KN6,Extract temp,C,S,254
27.08.2021,27.08.2021 01:45,Atlantis waterpark,HVAC KN6,load supply ventilator,%,S,800000
27.08.2021,27.08.2021 01:45,Atlantis waterpark,HVAC KN6,load extract ventilator,%,S,800000
27.08.2021,27.08.2021 01:59,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1676
27.08.2021,27.08.2021 02:12,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1653
27.08.2021,27.08.2021 02:17,Atlantis waterpark,HVAC KN6,Supply temp,C,S,163
27.08.2021,27.08.2021 02:20,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1653
27.08.2021,27.08.2021 02:29,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1676
27.08.2021,27.08.2021 02:30,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1701
27.08.2021,27.08.2021 02:31,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1676
27.08.2021,27.08.2021 02:33,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1653
27.08.2021,27.08.2021 02:40,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1676
27.08.2021,27.08.2021 02:47,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1653
27.08.2021,27.08.2021 02:50,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1676
27.08.2021,27.08.2021 02:52,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1653
27.08.2021,27.08.2021 02:58,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1676
27.08.2021,27.08.2021 03:03,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1653
27.08.2021,27.08.2021 03:09,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1676
27.08.2021,27.08.2021 03:13,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1653
27.08.2021,27.08.2021 03:20,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1676
27.08.2021,27.08.2021 03:25,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1653
27.08.2021,27.08.2021 03:48,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1627
27.08.2021,27.08.2021 04:17,Atlantis waterpark,HVAC KN6,Extract temp,C,S,252
27.08.2021,27.08.2021 04:35,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1604
27.08.2021,27.08.2021 04:38,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1627
27.08.2021,27.08.2021 04:43,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1607
27.08.2021,27.08.2021 05:06,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1627
27.08.2021,27.08.2021 05:07,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1647
27.08.2021,27.08.2021 05:10,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1621
27.08.2021,27.08.2021 05:28,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1601
27.08.2021,27.08.2021 05:44,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1627
27.08.2021,27.08.2021 05:46,Atlantis waterpark,HVAC KN6,Supply temp,C,S,165
27.08.2021,27.08.2021 05:49,Atlantis waterpark,HVAC KN6,Supply temp,C,S,163
27.08.2021,27.08.2021 05:52,Atlantis waterpark,HVAC KN6,Supply temp,C,S,161
27.08.2021,27.08.2021 05:59,Atlantis waterpark,HVAC KN6,Extract temp,C,S,254
27.08.2021,27.08.2021 06:04,Atlantis waterpark,HVAC KN6,Extract temp,C,S,2518
27.08.2021,27.08.2021 06:15,Atlantis waterpark,HVAC KN6,Supply temp,C,S,159
27.08.2021,27.08.2021 06:25,Atlantis waterpark,HVAC KN6,Supply temp,C,S,161
27.08.2021,27.08.2021 06:29,Atlantis waterpark,HVAC KN6,Supply temp,C,S,163
27.08.2021,27.08.2021 06:35,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1604
27.08.2021,27.08.2021 06:40,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1627
27.08.2021,27.08.2021 06:43,Atlantis waterpark,HVAC KN6,Extract temp,C,S,254
27.08.2021,27.08.2021 06:43,Atlantis waterpark,HVAC KN6,Extract temp,C,S,2518
27.08.2021,27.08.2021 06:43,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1604
27.08.2021,27.08.2021 06:48,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1633
27.08.2021,27.08.2021 06:58,Atlantis waterpark,HVAC KN6,Extract temp,C,S,2543
27.08.2021,27.08.2021 07:03,Atlantis waterpark,HVAC KN6,Extract temp,C,S,252
27.08.2021,27.08.2021 07:07,Atlantis waterpark,HVAC KN6,Supply temp,C,S,161
27.08.2021,27.08.2021 07:13,Atlantis waterpark,HVAC KN6,Supply temp,C,S,163
27.08.2021,27.08.2021 07:20,Atlantis waterpark,HVAC KN6,Extract temp,C,S,2543
27.08.2021,27.08.2021 07:28,Atlantis waterpark,HVAC KN6,Supply temp,C,S,165
27.08.2021,27.08.2021 07:29,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1621
27.08.2021,27.08.2021 07:31,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1641
27.08.2021,27.08.2021 07:33,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1616
27.08.2021,27.08.2021 07:34,Atlantis waterpark,HVAC KN6,Extract temp,C,S,2518
27.08.2021,27.08.2021 07:41,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1636
27.08.2021,27.08.2021 07:42,Atlantis waterpark,HVAC KN6,Extract temp,C,S,254
27.08.2021,27.08.2021 07:49,Atlantis waterpark,HVAC KN6,Supply temp,C,S,161
27.08.2021,27.08.2021 08:06,Atlantis waterpark,HVAC KN6,Supply temp,C,S,163
27.08.2021,27.08.2021 08:40,Atlantis waterpark,HVAC KN6,Supply temp,C,S,165
27.08.2021,27.08.2021 08:41,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1673
27.08.2021,27.08.2021 08:43,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1696
27.08.2021,27.08.2021 08:45,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1721
27.08.2021,27.08.2021 08:48,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1698
27.08.2021,27.08.2021 08:49,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1676
27.08.2021,27.08.2021 08:51,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1653
27.08.2021,27.08.2021 08:55,Atlantis waterpark,HVAC KN6,Extract temp,C,S,2518
27.08.2021,27.08.2021 08:55,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1633
27.08.2021,27.08.2021 08:58,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1653
27.08.2021,27.08.2021 09:04,Atlantis waterpark,HVAC KN6,Supply temp,C,S,163
27.08.2021,27.08.2021 09:07,Atlantis waterpark,HVAC KN6,Extract temp,C,S,254
27.08.2021,27.08.2021 09:09,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1653
27.08.2021,27.08.2021 09:10,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1673
27.08.2021,27.08.2021 09:14,Atlantis waterpark,HVAC KN6,Extract temp,C,S,2518
27.08.2021,27.08.2021 09:17,Atlantis waterpark,HVAC KN6,Extract temp,C,S,254
27.08.2021,27.08.2021 09:17,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1698
27.08.2021,27.08.2021 09:20,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1721
27.08.2021,27.08.2021 09:24,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1698
27.08.2021,27.08.2021 09:25,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1721
27.08.2021,27.08.2021 09:30,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1696
27.08.2021,27.08.2021 09:33,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1673
27.08.2021,27.08.2021 09:40,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1696
27.08.2021,27.08.2021 09:41,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1718
27.08.2021,27.08.2021 09:43,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1696
27.08.2021,27.08.2021 09:45,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1718
27.08.2021,27.08.2021 09:46,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1696
27.08.2021,27.08.2021 09:47,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1716
27.08.2021,27.08.2021 09:48,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1696
27.08.2021,27.08.2021 09:53,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1718
27.08.2021,27.08.2021 09:54,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1741
27.08.2021,27.08.2021 09:56,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1718
27.08.2021,27.08.2021 09:58,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1741
27.08.2021,27.08.2021 10:00,Atlantis waterpark,HVAC KN6,Supply temp,C,S,177
27.08.2021,27.08.2021 10:02,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1744
27.08.2021,27.08.2021 10:03,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1773
27.08.2021,27.08.2021 10:04,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1795
27.08.2021,27.08.2021 10:05,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1767
27.08.2021,27.08.2021 10:05,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1744
27.08.2021,27.08.2021 10:08,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1767
27.08.2021,27.08.2021 10:09,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1793
27.08.2021,27.08.2021 10:12,Atlantis waterpark,HVAC KN6,Supply temp,C,S,177
27.08.2021,27.08.2021 10:13,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1795
27.08.2021,27.08.2021 10:15,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1818
27.08.2021,27.08.2021 10:17,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1795
27.08.2021,27.08.2021 10:19,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1773
27.08.2021,27.08.2021 10:19,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1744
27.08.2021,27.08.2021 10:19,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1721
27.08.2021,27.08.2021 10:22,Atlantis waterpark,HVAC KN6,Supply temp,C,S,1744
