DATE,TIMESTAMP,LOCATION,ENERGY_SOURCE,MEASURE,UNIT_OF_MEASURE,INTERVAL,VALUE
30.08.2021,30.08.2021 14:37,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2095
30.08.2021,30.08.2021 14:40,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2072
30.08.2021,30.08.2021 14:50,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2095
30.08.2021,30.08.2021 14:55,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2637
30.08.2021,30.08.2021 14:57,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2615
30.08.2021,30.08.2021 14:58,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2637
30.08.2021,30.08.2021 15:02,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2118
30.08.2021,30.08.2021 15:03,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2095
30.08.2021,30.08.2021 15:11,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2121
30.08.2021,30.08.2021 15:13,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2615
30.08.2021,30.08.2021 15:14,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2637
30.08.2021,30.08.2021 15:17,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2612
30.08.2021,30.08.2021 15:18,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2635
30.08.2021,30.08.2021 15:19,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2144
30.08.2021,30.08.2021 15:23,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2121
30.08.2021,30.08.2021 15:25,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2144
30.08.2021,30.08.2021 15:35,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2121
30.08.2021,30.08.2021 15:37,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2144
30.08.2021,30.08.2021 15:38,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2118
30.08.2021,30.08.2021 15:39,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2141
30.08.2021,30.08.2021 15:41,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2609
30.08.2021,30.08.2021 15:44,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2632
30.08.2021,30.08.2021 15:49,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2118
30.08.2021,30.08.2021 15:59,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2144
30.08.2021,30.08.2021 16:00,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2121
30.08.2021,30.08.2021 16:13,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2144
30.08.2021,30.08.2021 16:18,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2121
30.08.2021,30.08.2021 16:21,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2144
30.08.2021,30.08.2021 16:22,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2121
30.08.2021,30.08.2021 16:23,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2141
30.08.2021,30.08.2021 16:39,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2164
30.08.2021,30.08.2021 16:41,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2141
30.08.2021,30.08.2021 16:47,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2121
30.08.2021,30.08.2021 16:50,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2149
30.08.2021,30.08.2021 16:57,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2118
30.08.2021,30.08.2021 17:04,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2095
30.08.2021,30.08.2021 17:06,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2118
30.08.2021,30.08.2021 17:09,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2095
30.08.2021,30.08.2021 17:16,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2118
30.08.2021,30.08.2021 17:18,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2095
30.08.2021,30.08.2021 17:34,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2072
30.08.2021,30.08.2021 17:37,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2095
30.08.2021,30.08.2021 17:43,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2069
30.08.2021,30.08.2021 17:44,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2092
30.08.2021,30.08.2021 18:06,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2115
30.08.2021,30.08.2021 18:07,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2092
30.08.2021,30.08.2021 18:11,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2072
30.08.2021,30.08.2021 18:23,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2092
30.08.2021,30.08.2021 18:27,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2069
30.08.2021,30.08.2021 18:36,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2092
30.08.2021,30.08.2021 18:42,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2609
30.08.2021,30.08.2021 18:44,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2632
30.08.2021,30.08.2021 18:53,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2069
30.08.2021,30.08.2021 19:06,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2609
30.08.2021,30.08.2021 19:06,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2632
30.08.2021,30.08.2021 19:20,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2047
30.08.2021,30.08.2021 19:22,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2069
30.08.2021,30.08.2021 19:25,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2092
30.08.2021,30.08.2021 19:34,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2069
30.08.2021,30.08.2021 19:37,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2655
30.08.2021,30.08.2021 19:40,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2632
30.08.2021,30.08.2021 19:42,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2047
30.08.2021,30.08.2021 19:44,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2657
30.08.2021,30.08.2021 19:46,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2635
30.08.2021,30.08.2021 20:11,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2069
30.08.2021,30.08.2021 20:13,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2609
30.08.2021,30.08.2021 20:16,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2632
30.08.2021,30.08.2021 20:16,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2609
30.08.2021,30.08.2021 20:21,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2047
30.08.2021,30.08.2021 20:25,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2024
30.08.2021,30.08.2021 20:30,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2047
30.08.2021,30.08.2021 20:34,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2024
30.08.2021,30.08.2021 20:46,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2001
30.08.2021,30.08.2021 20:55,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2024
30.08.2021,30.08.2021 21:04,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1998
30.08.2021,30.08.2021 21:10,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2021
30.08.2021,30.08.2021 21:11,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2586
30.08.2021,30.08.2021 21:12,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2044
30.08.2021,30.08.2021 21:20,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2609
30.08.2021,30.08.2021 21:31,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2586
30.08.2021,30.08.2021 21:34,Atlantis waterpark,HVAC KN5,Supply temp,C,S,2021
30.08.2021,30.08.2021 21:40,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1998
30.08.2021,30.08.2021 21:45,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1975
30.08.2021,30.08.2021 21:49,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1952
30.08.2021,30.08.2021 21:55,Atlantis waterpark,HVAC KN5,Supply temp,C,S,193
30.08.2021,30.08.2021 21:56,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1952
30.08.2021,30.08.2021 21:58,Atlantis waterpark,HVAC KN5,Supply temp,C,S,193
30.08.2021,30.08.2021 22:09,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1907
30.08.2021,30.08.2021 22:16,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1884
30.08.2021,30.08.2021 22:18,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1907
30.08.2021,30.08.2021 22:32,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1884
30.08.2021,30.08.2021 22:45,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1907
30.08.2021,30.08.2021 22:49,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1884
30.08.2021,30.08.2021 22:49,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1907
30.08.2021,30.08.2021 22:49,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1884
30.08.2021,30.08.2021 22:51,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
30.08.2021,30.08.2021 22:52,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
30.08.2021,30.08.2021 23:03,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1907
30.08.2021,30.08.2021 23:07,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1932
30.08.2021,30.08.2021 23:16,Atlantis waterpark,HVAC KN5,Supply temp,C,S,191
30.08.2021,30.08.2021 23:25,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1881
30.08.2021,30.08.2021 23:26,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1904
30.08.2021,30.08.2021 23:28,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1881
30.08.2021,30.08.2021 23:37,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1858
30.08.2021,30.08.2021 23:52,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1835
30.08.2021,30.08.2021 23:58,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1813
31.08.2021,31.08.2021 00:11,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1787
31.08.2021,31.08.2021 00:13,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2563
31.08.2021,31.08.2021 00:25,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1764
31.08.2021,31.08.2021 00:31,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2586
31.08.2021,31.08.2021 00:32,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2563
31.08.2021,31.08.2021 00:45,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2586
31.08.2021,31.08.2021 00:50,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
31.08.2021,31.08.2021 00:51,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 00:54,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
31.08.2021,31.08.2021 00:55,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1741
31.08.2021,31.08.2021 00:57,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 00:58,Atlantis waterpark,HVAC KN5,Supply temp,C,S,177
31.08.2021,31.08.2021 00:59,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1747
31.08.2021,31.08.2021 01:01,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2563
31.08.2021,31.08.2021 01:01,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1724
31.08.2021,31.08.2021 01:02,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 01:09,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1696
31.08.2021,31.08.2021 01:11,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
31.08.2021,31.08.2021 01:12,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 01:14,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
31.08.2021,31.08.2021 01:22,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1718
31.08.2021,31.08.2021 01:27,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 01:27,Atlantis waterpark,HVAC KN5,Supply temp,C,S,169
31.08.2021,31.08.2021 01:28,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
31.08.2021,31.08.2021 01:29,Atlantis waterpark,HVAC KN5,Supply temp,C,S,171
31.08.2021,31.08.2021 01:32,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1664
31.08.2021,31.08.2021 01:35,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1684
31.08.2021,31.08.2021 01:39,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 01:39,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
31.08.2021,31.08.2021 01:50,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 01:51,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1664
31.08.2021,31.08.2021 01:54,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
31.08.2021,31.08.2021 02:05,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1644
31.08.2021,31.08.2021 02:10,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1621
31.08.2021,31.08.2021 02:13,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1598
31.08.2021,31.08.2021 02:24,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1598
31.08.2021,31.08.2021 02:24,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2563
31.08.2021,31.08.2021 02:27,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1621
31.08.2021,31.08.2021 02:31,Atlantis waterpark,HVAC KN5,load supply ventilator,%,S,80
31.08.2021,31.08.2021 02:31,Atlantis waterpark,HVAC KN5,load extract ventilator,%,S,80
31.08.2021,31.08.2021 02:38,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1598
31.08.2021,31.08.2021 02:42,Atlantis waterpark,HVAC KN5,Supply temp,C,S,157
31.08.2021,31.08.2021 02:43,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1596
31.08.2021,31.08.2021 02:43,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1573
31.08.2021,31.08.2021 03:19,Atlantis waterpark,HVAC KN5,Supply temp,C,S,155
31.08.2021,31.08.2021 03:21,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1573
31.08.2021,31.08.2021 03:25,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1547
31.08.2021,31.08.2021 03:27,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1573
31.08.2021,31.08.2021 03:29,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1547
31.08.2021,31.08.2021 03:30,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1573
31.08.2021,31.08.2021 03:32,Atlantis waterpark,HVAC KN5,Supply temp,C,S,155
31.08.2021,31.08.2021 03:32,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1573
31.08.2021,31.08.2021 03:34,Atlantis waterpark,HVAC KN5,Supply temp,C,S,155
31.08.2021,31.08.2021 03:42,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1527
31.08.2021,31.08.2021 03:50,Atlantis waterpark,HVAC KN5,Supply temp,C,S,155
31.08.2021,31.08.2021 03:59,Atlantis waterpark,HVAC KN5,Supply temp,C,S,157
31.08.2021,31.08.2021 04:04,Atlantis waterpark,HVAC KN5,Supply temp,C,S,155
31.08.2021,31.08.2021 04:07,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1527
31.08.2021,31.08.2021 04:11,Atlantis waterpark,HVAC KN5,Supply temp,C,S,155
31.08.2021,31.08.2021 04:11,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1527
31.08.2021,31.08.2021 04:12,Atlantis waterpark,HVAC KN5,Supply temp,C,S,155
31.08.2021,31.08.2021 04:14,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1527
31.08.2021,31.08.2021 04:22,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1504
31.08.2021,31.08.2021 04:23,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1527
31.08.2021,31.08.2021 04:23,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1504
31.08.2021,31.08.2021 04:24,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1527
31.08.2021,31.08.2021 04:26,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1504
31.08.2021,31.08.2021 04:50,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1479
31.08.2021,31.08.2021 04:58,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1501
31.08.2021,31.08.2021 05:04,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1479
31.08.2021,31.08.2021 05:17,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1501
31.08.2021,31.08.2021 05:32,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1476
31.08.2021,31.08.2021 05:33,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1499
31.08.2021,31.08.2021 05:33,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1476
31.08.2021,31.08.2021 05:33,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1499
31.08.2021,31.08.2021 05:34,Atlantis waterpark,HVAC KN5,Supply temp,C,S,147
31.08.2021,31.08.2021 05:35,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1493
31.08.2021,31.08.2021 05:35,Atlantis waterpark,HVAC KN5,Supply temp,C,S,147
31.08.2021,31.08.2021 05:37,Atlantis waterpark,HVAC KN5,Supply temp,C,S,149
31.08.2021,31.08.2021 05:46,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1516
31.08.2021,31.08.2021 05:46,Atlantis waterpark,HVAC KN5,Supply temp,C,S,149
31.08.2021,31.08.2021 05:53,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1513
31.08.2021,31.08.2021 06:06,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1487
31.08.2021,31.08.2021 06:06,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1513
31.08.2021,31.08.2021 06:13,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1536
31.08.2021,31.08.2021 06:16,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1513
31.08.2021,31.08.2021 06:23,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1487
31.08.2021,31.08.2021 06:37,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1464
31.08.2021,31.08.2021 06:40,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 06:41,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
31.08.2021,31.08.2021 06:48,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 06:49,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
31.08.2021,31.08.2021 06:49,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 06:50,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
31.08.2021,31.08.2021 06:52,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 06:53,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
31.08.2021,31.08.2021 06:59,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 07:03,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
31.08.2021,31.08.2021 07:04,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 07:06,Atlantis waterpark,HVAC KN5,Extract temp,C,S,256
31.08.2021,31.08.2021 07:08,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2583
31.08.2021,31.08.2021 07:09,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2558
31.08.2021,31.08.2021 07:10,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
31.08.2021,31.08.2021 07:10,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1487
31.08.2021,31.08.2021 07:15,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2558
31.08.2021,31.08.2021 07:16,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
31.08.2021,31.08.2021 07:28,Atlantis waterpark,HVAC KN5,Supply temp,C,S,151
31.08.2021,31.08.2021 07:32,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1484
31.08.2021,31.08.2021 07:34,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1507
31.08.2021,31.08.2021 07:35,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1484
31.08.2021,31.08.2021 08:05,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2555
31.08.2021,31.08.2021 08:06,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2578
31.08.2021,31.08.2021 08:07,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2555
31.08.2021,31.08.2021 08:08,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2578
31.08.2021,31.08.2021 08:10,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1461
31.08.2021,31.08.2021 08:11,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1484
31.08.2021,31.08.2021 08:12,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1507
31.08.2021,31.08.2021 08:14,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1533
31.08.2021,31.08.2021 08:19,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1504
31.08.2021,31.08.2021 08:21,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2555
31.08.2021,31.08.2021 08:23,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2578
31.08.2021,31.08.2021 08:24,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2555
31.08.2021,31.08.2021 08:26,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2578
31.08.2021,31.08.2021 08:26,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1527
31.08.2021,31.08.2021 08:27,Atlantis waterpark,HVAC KN5,Supply temp,C,S,155
31.08.2021,31.08.2021 08:31,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1527
31.08.2021,31.08.2021 08:32,Atlantis waterpark,HVAC KN5,Supply temp,C,S,155
31.08.2021,31.08.2021 08:35,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1527
31.08.2021,31.08.2021 08:41,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1504
31.08.2021,31.08.2021 08:41,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1527
31.08.2021,31.08.2021 08:41,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1496
31.08.2021,31.08.2021 08:42,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1521
31.08.2021,31.08.2021 08:43,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1499
31.08.2021,31.08.2021 08:46,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1521
31.08.2021,31.08.2021 08:51,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2555
31.08.2021,31.08.2021 08:55,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2578
31.08.2021,31.08.2021 08:56,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1544
31.08.2021,31.08.2021 08:57,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2555
31.08.2021,31.08.2021 09:00,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
31.08.2021,31.08.2021 09:05,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2558
31.08.2021,31.08.2021 09:05,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1521
31.08.2021,31.08.2021 09:07,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1547
31.08.2021,31.08.2021 09:09,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
31.08.2021,31.08.2021 09:12,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2558
31.08.2021,31.08.2021 09:12,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1567
31.08.2021,31.08.2021 09:15,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
31.08.2021,31.08.2021 09:16,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1547
31.08.2021,31.08.2021 09:19,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1576
31.08.2021,31.08.2021 09:29,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1553
31.08.2021,31.08.2021 09:35,Atlantis waterpark,HVAC KN5,Extract temp,C,S,2558
31.08.2021,31.08.2021 09:38,Atlantis waterpark,HVAC KN5,Extract temp,C,S,258
31.08.2021,31.08.2021 09:41,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1576
31.08.2021,31.08.2021 09:45,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1607
31.08.2021,31.08.2021 09:46,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1584
31.08.2021,31.08.2021 09:47,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1607
31.08.2021,31.08.2021 09:56,Atlantis waterpark,HVAC KN5,Supply temp,C,S,163
31.08.2021,31.08.2021 09:57,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1656
31.08.2021,31.08.2021 09:59,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1633
31.08.2021,31.08.2021 10:00,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1656
31.08.2021,31.08.2021 10:01,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1633
31.08.2021,31.08.2021 10:04,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1656
31.08.2021,31.08.2021 10:08,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1681
31.08.2021,31.08.2021 10:09,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1658
31.08.2021,31.08.2021 10:19,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1681
31.08.2021,31.08.2021 10:24,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1707
31.08.2021,31.08.2021 10:33,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1684
31.08.2021,31.08.2021 10:35,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1707
31.08.2021,31.08.2021 10:38,Atlantis waterpark,HVAC KN5,Supply temp,C,S,173
31.08.2021,31.08.2021 10:39,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1704
31.08.2021,31.08.2021 10:40,Atlantis waterpark,HVAC KN5,Supply temp,C,S,173
31.08.2021,31.08.2021 10:47,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1758
31.08.2021,31.08.2021 10:48,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1735
31.08.2021,31.08.2021 10:49,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1761
31.08.2021,31.08.2021 11:13,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1735
31.08.2021,31.08.2021 11:14,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1758
31.08.2021,31.08.2021 11:15,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1784
31.08.2021,31.08.2021 11:17,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1807
31.08.2021,31.08.2021 11:20,Atlantis waterpark,HVAC KN5,Supply temp,C,S,1833
31.08.2021,31.08.2021 11:23,Atlantis waterpark,HVAC KN5,Supply temp,C,S,181
